id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,DecisionTree,RandomForest,VotingClassifierSoft
380417,Female,57,1,3.0,0,1-2 Year,Yes,2630.0,26.0,110,0,1,1,1
380418,Female,63,1,29.0,1,1-2 Year,No,22756.0,124.0,236,0,0,0,0
380419,Male,39,1,28.0,0,1-2 Year,Yes,39809.0,124.0,95,0,1,1,1
380420,Female,23,1,32.0,1,< 1 Year,No,30128.0,152.0,20,0,0,0,0
380421,Female,22,1,13.0,0,< 1 Year,Yes,26946.0,152.0,125,0,1,1,1
380422,Male,55,1,48.0,0,1-2 Year,Yes,2630.0,26.0,228,0,1,1,1
380423,Female,24,1,13.0,1,< 1 Year,No,29601.0,152.0,265,0,0,0,0
380424,Male,73,1,50.0,1,1-2 Year,No,35852.0,26.0,15,0,0,0,0
380425,Male,47,1,48.0,0,1-2 Year,Yes,2630.0,124.0,64,1,1,1,1
380426,Male,72,1,15.0,1,1-2 Year,Yes,2630.0,26.0,273,0,0,0,0
380427,Female,24,1,6.0,1,< 1 Year,No,24118.0,152.0,205,0,0,0,0
380428,Male,65,1,28.0,1,1-2 Year,No,29056.0,124.0,247,0,0,0,0
380429,Female,30,1,28.0,1,1-2 Year,No,57733.0,158.0,270,0,0,0,0
380430,Female,30,1,45.0,1,< 1 Year,No,32011.0,152.0,41,0,0,0,0
380431,Female,63,1,46.0,0,1-2 Year,Yes,40984.0,124.0,210,0,1,1,1
380432,Male,21,1,29.0,1,< 1 Year,No,43207.0,152.0,59,0,0,0,0
380433,Female,47,1,48.0,1,1-2 Year,No,2630.0,37.0,68,0,0,0,0
380434,Female,25,1,3.0,0,< 1 Year,Yes,2630.0,160.0,208,0,1,1,1
380435,Female,22,1,12.0,1,< 1 Year,No,38589.0,152.0,34,0,0,0,0
380436,Female,38,1,8.0,0,< 1 Year,Yes,2630.0,1.0,93,0,1,1,1
380437,Male,54,1,28.0,0,1-2 Year,Yes,36433.0,26.0,171,0,1,1,1
380438,Male,27,1,30.0,1,< 1 Year,No,38779.0,152.0,60,0,0,0,0
380439,Male,55,1,0.0,1,1-2 Year,No,2630.0,26.0,22,0,0,0,0
380440,Female,45,1,28.0,0,1-2 Year,Yes,33890.0,124.0,207,0,1,1,1
380441,Male,29,1,35.0,1,< 1 Year,No,19387.0,152.0,126,0,0,0,0
380442,Female,37,1,35.0,0,1-2 Year,Yes,32568.0,10.0,254,0,1,1,1
380443,Female,25,1,50.0,1,< 1 Year,No,44600.0,152.0,65,0,0,0,0
380444,Female,74,1,41.0,1,1-2 Year,Yes,38370.0,26.0,185,0,0,0,0
380445,Female,26,1,41.0,1,< 1 Year,No,22470.0,152.0,115,0,0,0,0
380446,Male,42,1,28.0,1,1-2 Year,No,28770.0,125.0,107,0,0,0,0
380447,Female,21,1,28.0,0,< 1 Year,Yes,37672.0,124.0,124,0,1,1,1
380448,Male,48,1,36.0,0,1-2 Year,Yes,27540.0,124.0,288,1,1,1,1
380449,Male,47,1,28.0,1,1-2 Year,No,43697.0,26.0,19,0,0,0,0
380450,Male,24,1,3.0,1,< 1 Year,No,20245.0,152.0,146,0,0,0,0
380451,Male,45,1,28.0,0,1-2 Year,Yes,34649.0,26.0,25,0,1,1,1
380452,Male,79,1,28.0,1,1-2 Year,No,44279.0,124.0,267,0,0,0,0
380453,Female,24,1,37.0,1,< 1 Year,No,36554.0,152.0,104,0,0,0,0
380454,Male,64,1,36.0,1,1-2 Year,No,45442.0,124.0,163,0,0,0,0
380455,Female,40,1,28.0,0,1-2 Year,Yes,32443.0,124.0,99,1,1,1,1
380456,Female,33,1,17.0,0,1-2 Year,Yes,2630.0,157.0,58,0,1,1,1
380457,Male,61,1,35.0,1,1-2 Year,No,34175.0,124.0,58,0,0,0,0
380458,Female,46,1,39.0,0,1-2 Year,No,2630.0,124.0,148,0,1,1,1
380459,Male,58,1,24.0,0,1-2 Year,Yes,34185.0,26.0,35,0,1,1,1
380460,Male,35,1,41.0,1,1-2 Year,No,33124.0,26.0,40,0,0,0,0
380461,Male,44,1,28.0,0,1-2 Year,Yes,38317.0,26.0,203,1,1,1,1
380462,Female,44,1,28.0,0,1-2 Year,Yes,35156.0,26.0,11,0,1,1,1
380463,Female,40,1,28.0,0,1-2 Year,Yes,44109.0,124.0,22,1,1,1,1
380464,Female,27,1,50.0,0,< 1 Year,Yes,2630.0,152.0,54,0,1,1,1
380465,Male,47,1,28.0,0,1-2 Year,Yes,54981.0,26.0,142,0,1,1,1
380466,Male,57,1,28.0,0,1-2 Year,Yes,2630.0,157.0,35,0,1,1,1
380467,Female,22,1,50.0,0,< 1 Year,No,45283.0,152.0,161,0,1,1,1
380468,Female,63,1,28.0,0,1-2 Year,Yes,35456.0,122.0,254,0,1,1,1
380469,Female,21,1,25.0,1,< 1 Year,No,34261.0,152.0,52,0,0,0,0
380470,Female,21,1,36.0,1,< 1 Year,No,30464.0,152.0,30,0,0,0,0
380471,Male,39,1,39.0,1,1-2 Year,No,30377.0,26.0,144,0,0,0,0
380472,Female,21,1,46.0,1,< 1 Year,No,24961.0,160.0,201,0,0,0,0
380473,Female,38,1,37.0,0,1-2 Year,Yes,2630.0,156.0,282,1,1,1,1
380474,Male,38,1,33.0,0,1-2 Year,No,24002.0,124.0,189,0,1,1,1
380475,Male,55,1,28.0,1,1-2 Year,No,36778.0,26.0,48,0,0,0,0
380476,Male,26,1,24.0,1,< 1 Year,No,24999.0,152.0,148,0,0,0,0
380477,Male,22,1,37.0,0,< 1 Year,Yes,30799.0,152.0,152,0,1,1,1
380478,Male,31,1,46.0,0,< 1 Year,Yes,2630.0,152.0,38,1,1,1,1
380479,Female,57,1,33.0,0,1-2 Year,Yes,28284.0,124.0,40,0,1,1,1
380480,Female,24,1,28.0,1,1-2 Year,Yes,34312.0,124.0,39,0,0,0,0
380481,Female,53,1,30.0,0,1-2 Year,Yes,26143.0,152.0,164,0,1,1,1
380482,Male,44,1,28.0,0,1-2 Year,Yes,29924.0,124.0,152,0,1,1,1
380483,Female,36,1,28.0,0,1-2 Year,Yes,2630.0,156.0,38,0,1,1,1
380484,Male,22,1,33.0,0,< 1 Year,Yes,33776.0,152.0,186,0,1,1,1
380485,Male,33,1,17.0,0,1-2 Year,Yes,41546.0,124.0,224,0,1,1,1
380486,Male,53,1,15.0,0,1-2 Year,Yes,45106.0,124.0,293,0,1,1,1
380487,Female,33,1,28.0,0,1-2 Year,Yes,34349.0,124.0,261,0,1,1,1
380488,Male,67,1,17.0,0,1-2 Year,Yes,2630.0,26.0,132,0,1,1,1
380489,Male,28,1,8.0,0,< 1 Year,Yes,38263.0,152.0,128,0,1,1,1
380490,Female,49,1,16.0,0,1-2 Year,No,32313.0,124.0,282,0,1,1,1
380491,Male,23,1,27.0,0,< 1 Year,No,24837.0,160.0,241,0,1,1,1
380492,Female,46,1,28.0,0,1-2 Year,Yes,30145.0,26.0,191,0,1,1,1
380493,Male,41,1,28.0,1,1-2 Year,Yes,26654.0,26.0,123,0,0,0,0
380494,Female,36,1,28.0,0,1-2 Year,Yes,2630.0,124.0,80,0,1,1,1
380495,Male,52,1,28.0,0,1-2 Year,Yes,2630.0,26.0,30,0,1,1,1
380496,Male,23,1,29.0,1,< 1 Year,No,35615.0,152.0,248,0,0,0,0
380497,Female,22,1,49.0,0,< 1 Year,Yes,22970.0,152.0,189,0,1,1,1
380498,Female,51,1,28.0,0,1-2 Year,Yes,44470.0,25.0,261,0,1,1,1
380499,Male,31,1,28.0,1,1-2 Year,No,51413.0,24.0,132,0,0,0,0
380500,Male,22,1,46.0,0,< 1 Year,Yes,34902.0,152.0,134,0,1,1,1
380501,Male,54,1,28.0,0,1-2 Year,Yes,37357.0,25.0,284,0,1,1,1
380502,Male,24,1,22.0,1,< 1 Year,No,29920.0,152.0,179,0,0,0,0
380503,Female,52,1,29.0,0,1-2 Year,Yes,24158.0,26.0,44,0,1,1,1
380504,Male,61,1,28.0,0,1-2 Year,Yes,36645.0,122.0,237,0,1,1,1
380505,Female,52,1,48.0,0,1-2 Year,Yes,2630.0,26.0,157,0,1,1,1
380506,Female,49,1,48.0,0,1-2 Year,Yes,2630.0,26.0,60,0,1,1,1
380507,Female,70,1,28.0,0,1-2 Year,Yes,2630.0,124.0,265,0,1,1,1
380508,Male,44,1,28.0,0,1-2 Year,Yes,2630.0,124.0,119,0,1,1,1
380509,Female,45,1,28.0,0,1-2 Year,Yes,2630.0,124.0,279,0,1,1,1
380510,Female,33,1,16.0,1,< 1 Year,No,35367.0,152.0,240,0,0,0,0
380511,Female,23,1,6.0,1,< 1 Year,No,19095.0,152.0,15,0,0,0,0
380512,Male,34,1,37.0,1,1-2 Year,No,30691.0,26.0,56,0,0,0,0
380513,Female,21,1,14.0,0,< 1 Year,Yes,36103.0,152.0,208,0,1,1,1
380514,Female,36,1,28.0,0,1-2 Year,Yes,2630.0,26.0,295,0,1,1,1
380515,Male,22,1,30.0,1,< 1 Year,No,26197.0,152.0,165,0,0,0,0
380516,Female,20,1,33.0,0,< 1 Year,Yes,23622.0,160.0,85,0,1,1,1
380517,Male,42,1,28.0,0,1-2 Year,Yes,37093.0,157.0,271,1,1,1,1
380518,Female,43,1,15.0,0,1-2 Year,Yes,2630.0,157.0,113,0,1,1,1
380519,Female,49,1,28.0,0,1-2 Year,Yes,2630.0,157.0,30,0,1,1,1
380520,Female,75,1,28.0,1,1-2 Year,No,2630.0,13.0,297,0,0,0,0
380521,Male,36,1,36.0,1,1-2 Year,Yes,2630.0,156.0,63,0,0,0,0
380522,Female,77,1,28.0,0,> 2 Years,Yes,31410.0,26.0,30,0,1,1,1
380523,Female,24,1,35.0,1,< 1 Year,Yes,24073.0,160.0,155,0,0,0,0
380524,Female,21,1,8.0,1,< 1 Year,No,52569.0,152.0,92,0,0,0,0
380525,Male,27,1,41.0,1,< 1 Year,No,30691.0,152.0,294,0,0,0,0
380526,Female,62,1,8.0,0,> 2 Years,Yes,50574.0,26.0,18,0,1,1,1
380527,Female,40,1,35.0,0,1-2 Year,Yes,36585.0,124.0,96,1,1,1,1
380528,Male,22,1,36.0,0,< 1 Year,No,2630.0,152.0,13,0,1,1,1
380529,Male,49,1,28.0,0,1-2 Year,Yes,48625.0,124.0,242,0,1,1,1
380530,Male,21,1,8.0,1,< 1 Year,No,43470.0,152.0,105,0,0,0,0
380531,Female,23,1,29.0,0,< 1 Year,Yes,2630.0,151.0,63,0,1,1,1
380532,Female,54,1,50.0,0,1-2 Year,Yes,2630.0,152.0,84,0,1,1,1
380533,Male,23,1,50.0,1,< 1 Year,No,28163.0,152.0,62,0,0,0,0
380534,Male,65,1,28.0,1,1-2 Year,No,39126.0,26.0,146,0,0,0,0
380535,Male,40,1,8.0,0,1-2 Year,Yes,28406.0,124.0,225,0,1,1,1
380536,Male,77,1,7.0,1,1-2 Year,Yes,25286.0,26.0,236,0,0,0,0
380537,Male,20,1,34.0,0,1-2 Year,Yes,2630.0,163.0,134,0,1,1,1
380538,Male,57,0,28.0,0,1-2 Year,Yes,48647.0,122.0,144,0,1,1,1
380539,Male,39,1,8.0,1,1-2 Year,No,50838.0,26.0,280,0,0,0,0
380540,Male,21,1,8.0,1,1-2 Year,No,67909.0,156.0,138,0,0,0,0
380541,Female,22,1,39.0,0,< 1 Year,Yes,21515.0,152.0,64,0,1,1,1
380542,Male,57,1,11.0,1,1-2 Year,No,34980.0,26.0,16,0,0,0,0
380543,Male,72,1,15.0,0,> 2 Years,Yes,32225.0,14.0,90,0,1,1,1
380544,Male,38,1,7.0,1,1-2 Year,No,25844.0,124.0,211,0,0,0,0
380545,Male,28,1,6.0,1,< 1 Year,No,26491.0,26.0,155,0,0,0,0
380546,Male,50,1,28.0,0,1-2 Year,Yes,44121.0,124.0,48,0,1,1,1
380547,Female,24,1,47.0,0,< 1 Year,Yes,36916.0,152.0,184,0,1,1,1
380548,Male,66,1,28.0,0,1-2 Year,Yes,39130.0,152.0,155,0,1,1,1
380549,Male,38,1,29.0,1,1-2 Year,Yes,2630.0,124.0,74,0,0,0,0
380550,Male,22,1,10.0,1,< 1 Year,No,33526.0,152.0,294,0,0,0,0
380551,Male,26,1,21.0,1,< 1 Year,No,52351.0,152.0,156,0,0,0,0
380552,Female,21,1,33.0,1,< 1 Year,No,33941.0,152.0,181,0,0,0,0
380553,Female,35,1,41.0,0,1-2 Year,Yes,69288.0,156.0,232,0,1,1,1
380554,Male,41,1,28.0,0,1-2 Year,Yes,50257.0,55.0,84,0,1,1,1
380555,Female,46,1,28.0,1,1-2 Year,Yes,36894.0,26.0,127,0,0,0,0
380556,Female,24,1,28.0,1,< 1 Year,No,49687.0,152.0,276,0,0,0,0
380557,Female,21,1,2.0,0,< 1 Year,Yes,39605.0,152.0,96,0,1,1,1
380558,Female,29,1,47.0,1,< 1 Year,No,45563.0,152.0,91,0,0,0,0
380559,Male,52,1,8.0,1,1-2 Year,No,36886.0,124.0,107,0,0,0,0
380560,Female,24,1,28.0,1,< 1 Year,Yes,2630.0,152.0,107,0,0,0,0
380561,Male,20,1,36.0,0,< 1 Year,Yes,30784.0,160.0,193,0,1,1,1
380562,Male,46,1,15.0,0,1-2 Year,Yes,2630.0,26.0,203,0,1,1,1
380563,Female,33,1,18.0,0,< 1 Year,Yes,20495.0,152.0,217,0,1,1,1
380564,Female,25,1,11.0,1,< 1 Year,No,22639.0,152.0,14,0,0,0,0
380565,Female,31,1,3.0,0,< 1 Year,Yes,26620.0,124.0,273,0,1,1,1
380566,Male,25,1,36.0,0,< 1 Year,No,39809.0,152.0,98,0,1,1,1
380567,Female,41,1,43.0,0,1-2 Year,Yes,35536.0,124.0,245,0,1,1,1
380568,Male,56,1,25.0,0,1-2 Year,No,25491.0,152.0,286,0,1,1,1
380569,Male,52,1,46.0,0,1-2 Year,Yes,33257.0,26.0,31,0,1,1,1
380570,Male,23,1,50.0,1,< 1 Year,No,39412.0,152.0,214,0,0,0,0
380571,Female,34,1,8.0,0,1-2 Year,Yes,31042.0,124.0,145,0,1,1,1
380572,Male,44,1,12.0,0,1-2 Year,Yes,27668.0,124.0,286,0,1,1,1
380573,Male,27,1,47.0,1,< 1 Year,No,33123.0,152.0,78,0,0,0,0
380574,Male,35,1,29.0,0,1-2 Year,Yes,38191.0,26.0,113,0,1,1,1
380575,Male,24,1,50.0,0,< 1 Year,No,32243.0,151.0,49,0,1,1,1
380576,Male,53,1,8.0,0,1-2 Year,Yes,56435.0,26.0,25,0,1,1,1
380577,Female,51,1,28.0,0,1-2 Year,Yes,52918.0,26.0,93,1,1,1,1
380578,Female,22,1,11.0,1,< 1 Year,No,30213.0,152.0,229,0,0,0,0
380579,Male,44,1,8.0,1,1-2 Year,Yes,36191.0,26.0,268,0,0,0,0
380580,Female,58,1,28.0,0,1-2 Year,Yes,42976.0,124.0,39,0,1,1,1
380581,Male,24,1,35.0,0,< 1 Year,Yes,2630.0,160.0,17,0,1,1,1
380582,Female,23,1,41.0,1,< 1 Year,No,22564.0,152.0,62,0,0,0,0
380583,Female,53,1,28.0,1,1-2 Year,No,32494.0,26.0,290,0,0,0,0
380584,Male,20,1,46.0,1,< 1 Year,No,20707.0,160.0,148,0,0,0,0
380585,Male,28,1,47.0,0,< 1 Year,Yes,2630.0,156.0,231,1,1,1,1
380586,Male,44,1,8.0,0,1-2 Year,Yes,40787.0,154.0,139,1,1,1,1
380587,Male,42,1,50.0,0,1-2 Year,Yes,26839.0,124.0,292,0,1,1,1
380588,Male,47,1,46.0,1,1-2 Year,No,31593.0,124.0,298,0,0,0,0
380589,Male,28,1,41.0,1,< 1 Year,No,33757.0,152.0,129,0,0,0,0
380590,Female,54,1,3.0,0,1-2 Year,Yes,23050.0,26.0,49,1,1,1,1
380591,Female,26,1,45.0,1,< 1 Year,No,19160.0,152.0,112,0,0,0,0
380592,Female,43,1,28.0,0,1-2 Year,Yes,31041.0,152.0,97,1,1,1,1
380593,Male,53,1,28.0,0,> 2 Years,Yes,42925.0,26.0,47,0,1,1,1
380594,Male,43,1,46.0,0,> 2 Years,Yes,28547.0,124.0,69,1,1,1,1
380595,Male,28,1,48.0,0,< 1 Year,Yes,2630.0,160.0,24,0,1,1,1
380596,Male,21,1,13.0,0,< 1 Year,Yes,27930.0,160.0,124,0,1,1,1
380597,Male,21,1,46.0,1,< 1 Year,No,22219.0,160.0,264,0,0,0,0
380598,Male,42,1,7.0,1,1-2 Year,No,26397.0,124.0,112,0,0,0,0
380599,Female,29,1,25.0,1,< 1 Year,No,28493.0,152.0,238,0,0,0,0
380600,Male,67,0,11.0,1,1-2 Year,No,36953.0,26.0,135,0,0,0,0
380601,Female,41,1,8.0,1,1-2 Year,No,33083.0,124.0,213,0,0,0,0
380602,Female,78,1,28.0,1,1-2 Year,No,22574.0,122.0,138,0,0,0,0
380603,Male,72,1,28.0,0,1-2 Year,Yes,37492.0,124.0,295,0,1,1,1
380604,Male,33,1,28.0,0,< 1 Year,Yes,49455.0,122.0,198,1,1,1,1
380605,Female,21,1,36.0,1,< 1 Year,No,31101.0,160.0,78,0,0,0,0
380606,Female,53,1,28.0,0,1-2 Year,Yes,67320.0,26.0,123,1,1,1,1
380607,Male,41,1,28.0,0,1-2 Year,Yes,42721.0,54.0,132,1,1,1,1
380608,Male,45,1,41.0,0,1-2 Year,Yes,32022.0,124.0,244,1,1,1,1
380609,Female,22,1,6.0,1,< 1 Year,No,19089.0,152.0,160,0,0,0,0
380610,Female,35,1,28.0,0,1-2 Year,Yes,25991.0,26.0,169,0,1,1,1
380611,Male,34,1,28.0,1,1-2 Year,No,41838.0,26.0,266,0,0,0,0
380612,Female,40,1,33.0,1,1-2 Year,No,32755.0,124.0,157,0,0,0,0
380613,Male,52,1,11.0,0,1-2 Year,Yes,2630.0,26.0,197,0,1,1,1
380614,Male,47,1,18.0,0,1-2 Year,Yes,30597.0,122.0,45,0,1,1,1
380615,Female,58,1,41.0,1,1-2 Year,No,38612.0,152.0,222,0,0,0,0
380616,Female,24,1,39.0,1,< 1 Year,No,34398.0,160.0,30,0,0,0,0
380617,Male,48,1,36.0,0,1-2 Year,Yes,36307.0,124.0,228,1,1,1,1
380618,Male,58,1,28.0,0,1-2 Year,Yes,34687.0,124.0,195,1,1,1,1
380619,Male,24,1,29.0,1,< 1 Year,No,33535.0,152.0,299,0,0,0,0
380620,Female,25,1,37.0,1,< 1 Year,No,29380.0,152.0,66,0,0,0,0
380621,Female,46,1,8.0,0,1-2 Year,Yes,33377.0,154.0,122,1,1,1,1
380622,Male,23,1,36.0,0,1-2 Year,Yes,2630.0,163.0,242,0,1,1,1
380623,Female,64,1,32.0,1,1-2 Year,No,32060.0,124.0,107,0,0,0,0
380624,Female,24,1,21.0,1,< 1 Year,No,21316.0,152.0,131,0,0,0,0
380625,Female,43,1,8.0,0,1-2 Year,Yes,44543.0,26.0,117,0,1,1,1
380626,Female,22,1,36.0,0,< 1 Year,No,32361.0,152.0,160,0,1,1,1
380627,Male,28,1,41.0,1,< 1 Year,No,18854.0,152.0,213,0,0,0,0
380628,Female,23,1,28.0,1,< 1 Year,No,43363.0,152.0,257,0,0,0,0
380629,Male,24,1,11.0,1,< 1 Year,No,25863.0,152.0,234,0,0,0,0
380630,Male,30,1,30.0,1,1-2 Year,No,2630.0,154.0,45,1,0,0,0
380631,Female,54,1,27.0,0,1-2 Year,No,45491.0,122.0,215,0,1,1,1
380632,Male,72,1,8.0,1,1-2 Year,No,2630.0,7.0,224,0,0,0,0
380633,Male,25,1,21.0,1,< 1 Year,No,26857.0,152.0,143,0,0,0,0
380634,Male,56,1,30.0,0,1-2 Year,Yes,40197.0,124.0,90,0,1,1,1
380635,Male,30,1,31.0,1,< 1 Year,No,2630.0,26.0,197,0,0,0,0
380636,Female,21,1,36.0,0,< 1 Year,Yes,34578.0,160.0,232,0,1,1,1
380637,Male,23,1,36.0,1,< 1 Year,No,34749.0,160.0,114,0,0,0,0
380638,Male,21,1,39.0,1,< 1 Year,No,2630.0,152.0,166,0,0,0,0
380639,Female,21,1,8.0,1,< 1 Year,No,27030.0,152.0,86,0,0,0,0
380640,Female,68,1,28.0,0,> 2 Years,Yes,2630.0,122.0,272,0,1,1,1
380641,Male,40,1,17.0,0,1-2 Year,Yes,31821.0,26.0,100,1,1,1,1
380642,Male,30,1,8.0,0,< 1 Year,Yes,2630.0,26.0,131,0,1,1,1
380643,Male,23,1,10.0,0,< 1 Year,Yes,2630.0,26.0,168,0,1,1,1
380644,Male,46,1,14.0,0,1-2 Year,Yes,2630.0,26.0,172,1,1,1,1
380645,Female,23,1,8.0,0,< 1 Year,Yes,41107.0,152.0,135,0,1,1,1
380646,Female,52,1,50.0,0,1-2 Year,Yes,43403.0,124.0,193,1,1,1,1
380647,Male,23,1,28.0,1,< 1 Year,No,49918.0,152.0,92,0,0,0,0
380648,Male,42,1,6.0,0,1-2 Year,Yes,29597.0,124.0,31,1,1,1,1
380649,Male,25,1,29.0,1,< 1 Year,No,49444.0,152.0,157,0,0,0,0
380650,Male,48,1,3.0,1,1-2 Year,No,34044.0,124.0,264,0,0,0,0
380651,Male,51,1,8.0,0,1-2 Year,Yes,30092.0,154.0,52,0,1,1,1
380652,Male,23,1,27.0,0,< 1 Year,Yes,28457.0,152.0,114,0,1,1,1
380653,Male,28,1,50.0,1,< 1 Year,No,39221.0,152.0,251,0,0,0,0
380654,Female,34,1,28.0,0,1-2 Year,Yes,2630.0,124.0,86,0,1,1,1
380655,Male,38,1,28.0,0,1-2 Year,Yes,56097.0,26.0,93,0,1,1,1
380656,Male,64,1,28.0,0,1-2 Year,Yes,68901.0,124.0,157,0,1,1,1
380657,Male,55,1,28.0,0,> 2 Years,Yes,59517.0,124.0,52,0,1,1,1
380658,Female,71,1,50.0,0,1-2 Year,Yes,42949.0,8.0,77,0,1,1,1
380659,Female,66,1,28.0,0,> 2 Years,Yes,2630.0,156.0,95,0,1,1,1
380660,Male,21,1,33.0,1,< 1 Year,No,39797.0,152.0,78,0,0,0,0
380661,Male,61,1,33.0,1,1-2 Year,No,31316.0,8.0,241,0,0,0,0
380662,Male,25,1,8.0,1,< 1 Year,No,43043.0,152.0,218,0,0,0,0
380663,Female,22,1,6.0,1,< 1 Year,No,2630.0,152.0,97,0,0,0,0
380664,Male,43,1,41.0,0,1-2 Year,Yes,24722.0,124.0,17,0,1,1,1
380665,Male,23,1,26.0,1,< 1 Year,No,25043.0,160.0,146,0,0,0,0
380666,Female,26,1,10.0,1,< 1 Year,No,23609.0,152.0,24,0,0,0,0
380667,Female,25,1,29.0,1,< 1 Year,No,36492.0,152.0,229,0,0,0,0
380668,Female,24,1,41.0,1,< 1 Year,No,32628.0,152.0,197,0,0,0,0
380669,Male,40,1,28.0,0,1-2 Year,No,41934.0,124.0,199,0,1,1,1
380670,Male,22,1,45.0,1,< 1 Year,No,33451.0,152.0,191,0,0,0,0
380671,Female,34,1,3.0,1,1-2 Year,No,36262.0,26.0,200,0,0,0,0
380672,Male,25,1,11.0,0,< 1 Year,Yes,35369.0,152.0,43,1,1,1,1
380673,Male,24,1,45.0,1,< 1 Year,No,43038.0,152.0,18,0,0,0,0
380674,Female,37,1,28.0,0,1-2 Year,Yes,2630.0,156.0,176,0,1,1,1
380675,Female,39,1,28.0,0,1-2 Year,Yes,47056.0,122.0,180,1,1,1,1
380676,Female,22,1,15.0,0,1-2 Year,Yes,25109.0,154.0,137,0,1,1,1
380677,Male,59,1,37.0,1,1-2 Year,Yes,2630.0,124.0,91,0,0,0,0
380678,Male,24,1,37.0,0,< 1 Year,No,24809.0,152.0,193,0,1,1,1
380679,Female,52,1,28.0,1,1-2 Year,No,51629.0,26.0,259,0,0,0,0
380680,Male,25,1,27.0,1,< 1 Year,No,23385.0,152.0,47,0,0,0,0
380681,Female,24,1,8.0,0,< 1 Year,Yes,37167.0,151.0,183,0,1,1,1
380682,Male,23,1,29.0,1,< 1 Year,No,27492.0,152.0,148,0,0,0,0
380683,Female,24,1,50.0,1,< 1 Year,No,34976.0,152.0,209,0,0,0,0
380684,Female,25,1,8.0,1,< 1 Year,No,29285.0,152.0,83,0,0,0,0
380685,Female,74,1,28.0,0,1-2 Year,Yes,43905.0,47.0,239,1,1,1,1
380686,Female,24,1,34.0,1,< 1 Year,No,31219.0,152.0,31,0,0,0,0
380687,Female,27,1,28.0,1,1-2 Year,No,30135.0,124.0,245,0,0,0,0
380688,Female,55,1,30.0,0,1-2 Year,Yes,26148.0,152.0,294,0,1,1,1
380689,Male,62,1,28.0,0,1-2 Year,Yes,31422.0,26.0,225,0,1,1,1
380690,Female,28,1,3.0,1,< 1 Year,No,33221.0,152.0,57,0,0,0,0
380691,Female,27,1,28.0,1,< 1 Year,No,39044.0,152.0,240,0,0,0,0
380692,Male,28,1,46.0,1,< 1 Year,No,20392.0,152.0,290,0,0,0,0
380693,Male,48,1,28.0,0,1-2 Year,Yes,43986.0,124.0,144,0,1,1,1
380694,Male,29,1,30.0,1,< 1 Year,No,21854.0,152.0,186,0,0,0,0
380695,Male,62,1,28.0,0,1-2 Year,Yes,34834.0,124.0,183,1,1,1,1
380696,Male,37,1,28.0,1,1-2 Year,No,42585.0,152.0,188,0,0,0,0
380697,Female,45,1,29.0,0,1-2 Year,No,39053.0,26.0,198,0,1,1,1
380698,Female,21,1,8.0,0,< 1 Year,Yes,37378.0,160.0,12,0,1,1,1
380699,Female,42,1,16.0,1,1-2 Year,No,2630.0,152.0,252,0,0,0,0
380700,Female,65,1,1.0,1,1-2 Year,No,2630.0,26.0,195,0,0,0,0
380701,Female,24,1,9.0,0,< 1 Year,Yes,31422.0,152.0,295,0,1,1,1
380702,Female,22,1,8.0,0,< 1 Year,Yes,34681.0,152.0,109,0,1,1,1
380703,Female,45,1,8.0,0,1-2 Year,Yes,27645.0,124.0,141,0,1,1,1
380704,Female,44,1,46.0,1,1-2 Year,No,26248.0,26.0,29,0,0,0,0
380705,Male,22,1,29.0,1,< 1 Year,No,26172.0,152.0,54,0,0,0,0
380706,Male,43,1,28.0,0,1-2 Year,Yes,29431.0,47.0,30,0,1,1,1
380707,Female,24,1,28.0,0,< 1 Year,Yes,2630.0,26.0,122,0,1,1,1
380708,Male,76,1,28.0,0,1-2 Year,Yes,44788.0,26.0,184,1,1,1,1
380709,Female,22,1,33.0,1,< 1 Year,No,20939.0,152.0,242,0,0,0,0
380710,Male,42,1,28.0,0,> 2 Years,Yes,49349.0,124.0,18,1,1,1,1
380711,Male,24,1,17.0,1,< 1 Year,No,54459.0,152.0,167,0,0,0,0
380712,Male,43,1,28.0,0,1-2 Year,Yes,43735.0,124.0,41,0,1,1,1
380713,Female,24,1,47.0,1,< 1 Year,No,32869.0,152.0,268,0,0,0,0
380714,Female,44,1,40.0,0,1-2 Year,Yes,43928.0,26.0,19,1,1,1,1
380715,Female,25,1,27.0,1,< 1 Year,No,39097.0,152.0,257,0,0,0,0
380716,Male,38,1,28.0,0,1-2 Year,Yes,21062.0,122.0,296,0,1,1,1
380717,Male,38,1,30.0,0,1-2 Year,No,37648.0,24.0,65,0,1,1,1
380718,Female,23,1,30.0,0,< 1 Year,Yes,31331.0,152.0,112,0,1,1,1
380719,Female,35,1,30.0,1,1-2 Year,No,2630.0,124.0,187,0,0,0,0
380720,Female,21,1,46.0,1,< 1 Year,No,40122.0,152.0,212,0,0,0,0
380721,Male,39,1,15.0,0,1-2 Year,Yes,2630.0,124.0,26,0,1,1,1
380722,Male,23,1,8.0,1,< 1 Year,No,35926.0,152.0,76,0,0,0,0
380723,Male,58,1,28.0,0,1-2 Year,Yes,39797.0,26.0,105,1,1,1,1
380724,Female,20,1,47.0,0,< 1 Year,Yes,49328.0,160.0,218,0,1,1,1
